,0,1,2,3,4,5,6,7,8
0,/lol/romanian-esports-league-season-2/season/cool-gaming-vs-acumen-266067,/media/flag/39.png,/media/flag/39.png,/lol/romanian-esports-league-season-2/season,/media/tournament/_60/e3073.png,,cooLсчетACM,"10 мая, 21:00",
1,/lol/la-ligue-feminine-2020/qualifier/singularity-female-vs-the-black-magic-263661,/media/flag/24.png,/media/flag/87.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,SNGFсчетTBM,"10 мая, 21:00",
2,/lol/esports-amateur-series-2020-spring/1-division/panthers-ec-vs-flama-esports-252817,/media/flag/8.png,/media/flag/8.png,/lol/esports-amateur-series-2020-spring/1-division,/media/tournament/_60/e3080.png,,PSсчетFLA,"10 мая, 21:00",
3,/lol/la-ligue-feminine-2020/qualifier/omerix-nemesis-vs-edelweiss-263654,/media/flag/18.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,OMNсчетEDW,"10 мая, 20:00",
4,/lol/alaman-stayhome/playoff/700kwaitingroom-vs-kazakstanmcz-261525,/media/flag/31.png,/media/flag/31.png,/lol/alaman-stayhome/playoff,/media/tournament/_60/e3238.png,,700KсчетKAZ,"10 мая, 20:00",
5,/lol/winner-takes-all/playoff/team-havoc-vs-visual-perception-264960,/media/flag/41.png,/media/flag/41.png,/lol/winner-takes-all/playoff,/media/tournament/_60/e3311.png,,HVCсчетVSP,"10 мая, 20:00",
6,/lol/winner-takes-all/playoff/lul-esports-vs-reformed-gaming-264962,/media/flag/41.png,/media/flag/41.png,/lol/winner-takes-all/playoff,/media/tournament/_60/e3311.png,,LULсчетRG,"10 мая, 20:00",
7,/lol/winner-takes-all/playoff/easiest-500-of-my-life-vs-agrioxhnes-gaming-264959,/media/flag/41.png,/media/flag/41.png,/lol/winner-takes-all/playoff,/media/tournament/_60/e3311.png,,E500счетAGG,"10 мая, 20:00",
8,/lol/winner-takes-all/playoff/tap-hades-vs-ex-gll-players-264961,/media/flag/41.png,/media/flag/41.png,/lol/winner-takes-all/playoff,/media/tournament/_60/e3311.png,,THсчетGLL,"10 мая, 20:00",
9,/lol/esports-amateur-series-2020-spring/1-division/foxies-reborn-vs-pushing-gaming-252809,/media/flag/8.png,/media/flag/8.png,/lol/esports-amateur-series-2020-spring/1-division,/media/tournament/_60/e3080.png,,FOXсчетPUSH,"10 мая, 20:00",
10,/lol/la-ligue-feminine-2020/qualifier/singularity-female-vs-feel-our-skills-263659,/media/flag/24.png,/media/flag/21.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,SNGFсчетFOS,"10 мая, 19:00",
11,/lol/la-ligue-feminine-2020/qualifier/akademus-female-vs-major-militia-263653,/media/flag/25.png,/media/flag/6.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,AKDсчетMM,"10 мая, 19:00",
12,/lol/ltl-2020/season/another-troll-team-vs-zwan-gaming-263206,/media/flag/108.png,/media/flag/108.png,/lol/ltl-2020/season,/media/tournament/_60/e3098.png,,ANTсчетZWN,"10 мая, 09:00",
13,/lol/ltl-2020/season/mad-revolution-gaming-vs-deliverance-esports-263205,/media/flag/108.png,/media/flag/108.png,/lol/ltl-2020/season,/media/tournament/_60/e3098.png,,MADсчетDVE,"10 мая, 07:00",
14,/lol/volcano-league-opening-2020/main-event/geekside-esports-vs-aces-gaming-255906,/media/flag/110.png,/media/flag/110.png,/lol/volcano-league-opening-2020/main-event,/media/tournament/_60/e3162.png,,GSEсчетAceS,"10 мая, 05:00",
15,/lol/quartz-cup/playoff/f3nix-e-sport-vs-warthox-esport-264230,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,F3NсчетWTX,"10 мая, 02:00",
16,/lol/la-ligue-feminine-2020/qualifier/cybereapers-vs-espectro-esports-263652,/media/flag/25.png,/media/flag/21.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,CYBсчетESP,"10 мая, 01:15",
17,/lol/la-ligue-feminine-2020/qualifier/pcs-lunera-vs-absolved-female-263646,/media/flag/18.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,PCSLсчетABSF,"10 мая, 01:15",
18,/lol/european-masters-2020-spring/main-event/movistar-riders-vs-k1ck-esports-club-255062,/media/flag/8.png,/media/flag/21.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,MRS(1.68)счет(2.11)K1CK,"10 мая, 01:01",
19,/lol/post-esports-league-2020/season/team-slick-vs-corona-difference-263757,/media/flag/91.png,/media/flag/91.png,/lol/post-esports-league-2020/season,/media/tournament/_60/e3221.png,,TSLсчетCOR,"10 мая, 00:00",
0,/lol/la-ligue-feminine-2020/qualifier/vaevictis-vs-espectro-esports-263651,/media/flag/3.png,/media/flag/21.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,VAEсчетESP,"10 мая, 00:00",
1,/lol/la-ligue-feminine-2020/qualifier/coexistence-vs-esca-female-263645,/media/flag/25.png,/media/flag/18.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,CXSсчетESCAF,"10 мая, 00:00",
2,/lol/la-ligue-feminine-2020/qualifier/espectro-esports-vs-yunirokle-nebula-263650,/media/flag/21.png,/media/flag/18.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,ESPсчетYUN,"09 мая, 22:50",
3,/lol/la-ligue-feminine-2020/qualifier/esca-female-vs-pcs-lunera-263644,/media/flag/18.png,/media/flag/18.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,ESCAFсчетPCSL,"09 мая, 22:50",
4,/lol/european-masters-2020-spring/main-event/ago-rogue-vs-team-ldlc-255061,/media/flag/21.png,/media/flag/18.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,RGO(1.70)счет(2.10)LDLC OL,"09 мая, 22:45",
5,/lol/cblol-2020-summer/playoff/kabum-idm-gaming-vs-flamengo-esports-261039,/media/flag/19.png,/media/flag/19.png,/lol/cblol-2020-summer/playoff,/media/tournament/_60/e2515.png,,KBMсчетFLA,"09 мая, 22:31",
6,/lol/zotac-cup-9/eu-west/team-300-vs-kpg-team-263546,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,300счетKPG,"09 мая, 22:30",
7,/lol/zotac-cup-9/eu-west/angry-pumpkins-vs-speeding-263545,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,ANPсчетSPD,"09 мая, 22:30",
8,/lol/quartz-cup/playoff/omerix-esports-vs-oserv-esport-264231,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,OMXсчетOSV,"09 мая, 22:00",
9,/lol/zotac-cup-9/eu-west/speeding-vs-kpg-team-263544,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,SPDсчетKPG,"09 мая, 21:50",
10,/lol/zotac-cup-9/eu-west/angry-pumpkins-vs-team-300-263543,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,ANPсчет300,"09 мая, 21:50",
11,/lol/la-ligue-feminine-2020/qualifier/vaevictis-vs-cybereapers-263649,/media/flag/3.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,VAEсчетCYB,"09 мая, 21:30",
12,/lol/la-ligue-feminine-2020/qualifier/absolved-female-vs-coexistence-263643,/media/flag/25.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,ABSFсчетCXS,"09 мая, 21:30",
13,/lol/zotac-cup-9/eu-west/teut-angels-vs-kpg-team-263542,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,TTAсчетKPG,"09 мая, 21:00",
14,/lol/zotac-cup-9/eu-west/speeding-vs-team-myth-263541,/media/flag/25.png,/media/flag/89.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,SPDсчетMYTH,"09 мая, 21:00",
15,/lol/zotac-cup-9/eu-west/woof-woof-burger-flip-vs-team-300-263540,/media/flag/25.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,WWBFсчет300,"09 мая, 21:00",
16,/lol/circuito-piazza-esports-season-0/final-phase/salerno-guiscards-vs-superteam0-della-261508,/media/flag/22.png,/media/flag/22.png,/lol/circuito-piazza-esports-season-0/final-phase,/media/tournament/_60/e3151.png,,SGсчетSDL,"09 мая, 21:00",
17,/lol/zotac-cup-9/eu-west/cj-newera-gaming-vs-angry-pumpkins-263539,/media/flag/1.png,/media/flag/25.png,/lol/zotac-cup-9/eu-west,/media/tournament/_60/e3271.png,,CJEсчетANP,"09 мая, 20:30",
18,/lol/la-ligue-feminine-2020/qualifier/yunirokle-nebula-vs-cybereapers-263648,/media/flag/18.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,YUNсчетCYB,"09 мая, 20:00",
19,/lol/la-ligue-feminine-2020/qualifier/absolved-female-vs-esca-female-263642,/media/flag/25.png,/media/flag/18.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,ABSFсчетESCAF,"09 мая, 20:00",
0,/lol/la-ligue-feminine-2020/qualifier/yunirokle-nebula-vs-vaevictis-263647,/media/flag/18.png,/media/flag/3.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,YUNсчетVAE,"09 мая, 19:00",
1,/lol/la-ligue-feminine-2020/qualifier/pcs-lunera-vs-coexistence-263641,/media/flag/18.png,/media/flag/25.png,/lol/la-ligue-feminine-2020/qualifier,/media/tournament/_60/e3276.png,,PCSLсчетCXS,"09 мая, 19:00",
2,/lol/gul-2020-opening/playoff/instinct-gaming-vs-deliverance-esports-peru-260744,/media/flag/36.png,/media/flag/36.png,/lol/gul-2020-opening/playoff,/media/tournament/_60/e2952.png,,INSсчетDVE,"09 мая, 07:00",
3,/lol/quartz-cup/playoff/oserv-esport-vs-skema-esports-264229,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,OSVсчетSKM,"09 мая, 01:00",
4,/lol/el-nexo-2020-split-1/showmatch/g2-arctic-vs-origensb-263913,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/showmatch,/media/tournament/_60/e3074.png,,G2AсчетOGSB,"09 мая, 00:50",
5,/lol/el-nexo-2020-split-1/showmatch/g2-arctic-vs-movistar-riders-academy-263911,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/showmatch,/media/tournament/_60/e3074.png,,G2AсчетMRSA,"08 мая, 23:52",
6,/lol/quartz-cup/playoff/newcomers-vs-omerix-esports-264228,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,NWCсчетOMX,"08 мая, 23:00",
7,/lol/el-nexo-2020-split-1/showmatch/g2-arctic-vs-arena-quesito-263910,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/showmatch,/media/tournament/_60/e3074.png,,G2AсчетAQ,"08 мая, 22:52",
8,/lol/circuito-piazza-esports-season-0/final-phase/atlas-it-vs-adriatic-wolves-261509,/media/flag/22.png,/media/flag/22.png,/lol/circuito-piazza-esports-season-0/final-phase,/media/tournament/_60/e3151.png,,ATLсчетAW,"08 мая, 22:00",
9,/lol/circuito-piazza-esports-season-0/final-phase/local-host-vs-salerno-guiscards-261504,/media/flag/22.png,/media/flag/22.png,/lol/circuito-piazza-esports-season-0/final-phase,/media/tournament/_60/e3151.png,,LHсчетSG,"08 мая, 22:00",
10,/lol/circuito-piazza-esports-season-0/final-phase/playstrong-esports-vs-atlas-it-261503,/media/flag/22.png,/media/flag/22.png,/lol/circuito-piazza-esports-season-0/final-phase,/media/tournament/_60/e3151.png,,PSсчетATL,"08 мая, 22:00",
11,/lol/circuito-piazza-esports-season-0/final-phase/salerno-guiscards-vs-adriatic-wolves-261502,/media/flag/22.png,/media/flag/22.png,/lol/circuito-piazza-esports-season-0/final-phase,/media/tournament/_60/e3151.png,,SGсчетAW,"08 мая, 21:00",
12,/lol/proximus-cup/cup-3/team-7am-vs-ice-guardian-esports-263671,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,7AMсчетIGE,"08 мая, 03:45",
13,/lol/proximus-cup/cup-3/potential-vs-brussels-guardians-266046,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,PTLсчетBG,"08 мая, 03:30",
14,/lol/proximus-cup/cup-3/ice-guardian-esports-vs-brussels-guardians-263670,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,IGEсчетBG,"08 мая, 02:40",
15,/lol/proximus-cup/cup-3/potential-vs-team-7am-263669,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,PTLсчет7AM,"08 мая, 02:40",
16,/lol/quartz-cup/playoff/warthox-esport-vs-reroll-264227,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,WTXсчетRRL,"08 мая, 02:00",
17,/lol/a1-esports-legends-cup-season-1/group-stage/warkidz-e-sports-vs-mtw-gaming-261823,/media/flag/20.png,/media/flag/5.png,/lol/a1-esports-legends-cup-season-1/group-stage,/media/tournament/_60/e3243.png,,WKZсчетMTW,"08 мая, 02:00",
18,/lol/proximus-cup/cup-3/royal-antwerp-fight-club-vs-brussels-guardians-263668,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,RAFсчетBG,"08 мая, 01:50",
19,/lol/proximus-cup/cup-3/ice-guardian-esports-vs-viperex-gaming-263667,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,IGEсчетVIP,"08 мая, 01:50",
0,/lol/proximus-cup/cup-3/dolle-duikavond-vs-team-7am-263666,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,DDсчет7AM,"08 мая, 01:50",
1,/lol/proximus-cup/cup-3/potential-vs-relentless-owls-263665,/media/flag/34.png,/media/flag/34.png,/lol/proximus-cup/cup-3,/media/tournament/_60/e3226.png,,PTLсчетRLO,"08 мая, 01:50",
2,/lol/a1-esports-legends-cup-season-1/group-stage/wave-esports-vs-ad-hoc-gaming-gentlemens-261822,/media/flag/15.png,/media/flag/5.png,/lol/a1-esports-legends-cup-season-1/group-stage,/media/tournament/_60/e3243.png,,WAVEсчетAHG,"08 мая, 00:00",
3,/lol/european-masters-2020-spring/main-event/gamersorigin-vs-k1ck-esports-club-255060,/media/flag/18.png,/media/flag/21.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,GO(1.67)счет(2.15)K1CK,"07 мая, 23:01",
4,/lol/pg-nationals-vigorsol-2020-spring/promotion/manguste-esports-vs-playstrong-esports-264855,/media/flag/22.png,/media/flag/22.png,/lol/pg-nationals-vigorsol-2020-spring/promotion,/media/tournament/_60/e2934.png,,MNGсчетPS,"07 мая, 23:00",
5,/lol/pg-nationals-vigorsol-2020-spring/promotion/daydreamers-white-vs-adriatic-wolves-264854,/media/flag/22.png,/media/flag/22.png,/lol/pg-nationals-vigorsol-2020-spring/promotion,/media/tournament/_60/e2934.png,,DDWсчетAW,"07 мая, 23:00",
6,/lol/pg-nationals-vigorsol-2020-spring/promotion/bella-raga-vs-hg-esports-264853,/media/flag/22.png,/media/flag/22.png,/lol/pg-nationals-vigorsol-2020-spring/promotion,/media/tournament/_60/e2934.png,,BRGсчетHG,"07 мая, 23:00",
7,/lol/pg-nationals-vigorsol-2020-spring/promotion/china-no-1-vs-atlas-it-264852,/media/flag/22.png,/media/flag/22.png,/lol/pg-nationals-vigorsol-2020-spring/promotion,/media/tournament/_60/e2934.png,,CN1счетATL,"07 мая, 23:00",
8,/lol/quartz-cup/playoff/f3nix-e-sport-vs-galactix-esport-264226,/media/flag/18.png,/media/flag/18.png,/lol/quartz-cup/playoff,/media/tournament/_60/e3295.png,,F3NсчетGLX,"07 мая, 23:00",
9,/lol/post-esports-league-2020/season/team-kaio-vs-botrl-263756,/media/flag/91.png,/media/flag/91.png,/lol/post-esports-league-2020/season,/media/tournament/_60/e3221.png,,KAIOсчетBOTRL,"07 мая, 01:00",
10,/lol/post-esports-league-2020/season/dat-aanert-team-vs-outplay-esports-263758,/media/flag/91.png,/media/flag/91.png,/lol/post-esports-league-2020/season,/media/tournament/_60/e3221.png,,DATсчетOP,"07 мая, 00:00",
11,/lol/european-masters-2020-spring/main-event/movistar-riders-vs-fnatic-rising-255059,/media/flag/8.png,/media/flag/96.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,MRS(1.84)счет(1.92)FNC,"06 мая, 23:14",
12,/lol/brcc-2020-summer/season/havan-liberty-vs-team-one-256727,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,HLGсчетoNe,"06 мая, 08:52",
13,/lol/brcc-2020-summer/season/red-canids-vs-falkol-e-sports-256726,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,REDсчетFKL,"06 мая, 07:46",
14,/lol/e-sports-revolution-gamers-vs-corona/playoff/myidol-esports-vs-simplicity-gaming-264984,/media/flag/73.png,/media/flag/73.png,/lol/e-sports-revolution-gamers-vs-corona/playoff,/media/tournament/_60/e3303.png,,MYIсчетSPL,"06 мая, 07:00",
15,/lol/brcc-2020-summer/season/santos-e-sports-vs-intergalaxy-tigers-gaming-256725,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,SANсчетITX,"06 мая, 06:33",
16,/lol/ligue-pcs-5/qualifier-4/random-united-vs-hegemonia-esport-261482,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,RNDсчетHEG,"06 мая, 03:15",
17,/lol/ligue-pcs-5/qualifier-4/open-tour-players-vs-new-261481,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,OTPсчетNEW,"06 мая, 03:00",
18,/lol/a1-esports-legends-cup-season-1/group-stage/tickling-tentacles-vs-penta-1860-261825,/media/flag/15.png,/media/flag/5.png,/lol/a1-esports-legends-cup-season-1/group-stage,/media/tournament/_60/e3243.png,,TTWсчетPTA,"06 мая, 02:10",
19,/lol/ligue-pcs-5/qualifier-4/hegemonia-esport-vs-new-261480,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,HEGсчетNEW,"06 мая, 02:00",
0,/lol/ligue-pcs-5/qualifier-4/open-tour-players-vs-random-united-261479,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,OTPсчетRND,"06 мая, 02:00",
1,/lol/el-nexo-2020-split-1/season/arena-quesito-vs-eus-anonymous-260437,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/season,/media/tournament/_60/e3074.png,,AQсчетEUSA,"06 мая, 01:40",
2,/lol/el-nexo-2020-split-1/season/movistar-riders-academy-vs-killabeez-260436,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/season,/media/tournament/_60/e3074.png,,MRSAсчетKBZ,"06 мая, 00:38",
3,/lol/european-masters-2020-spring/main-event/team-ldlc-vs-bt-excel-255058,/media/flag/18.png,/media/flag/96.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,LDLC OL(1.19)счет(4.35)BTXL,"06 мая, 00:18",
4,/lol/a1-esports-legends-cup-season-1/group-stage/austrian-force-vs-black-lion-261824,/media/flag/15.png,/media/flag/5.png,/lol/a1-esports-legends-cup-season-1/group-stage,/media/tournament/_60/e3243.png,,AFсчетBL,"06 мая, 00:00",
5,/lol/el-nexo-2020-split-1/season/origensb-vs-s2v-esports-academy-260435,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/season,/media/tournament/_60/e3074.png,,OGSBсчетS2VA,"05 мая, 23:40",
6,/lol/european-masters-2020-spring/main-event/mousesports-vs-ago-rogue-255057,/media/flag/5.png,/media/flag/21.png,/lol/european-masters-2020-spring/main-event,/media/tournament/_60/e2529.png,,mouz(1.50)счет(2.51)RGO,"05 мая, 22:41",
7,/lol/el-nexo-2020-split-1/season/giants-academy-vs-kawaii-kiwis-260434,/media/flag/8.png,/media/flag/8.png,/lol/el-nexo-2020-split-1/season,/media/tournament/_60/e3074.png,,GIAAсчетKWK,"05 мая, 21:32",
8,/lol/tcl-2020-winter/playoff/dark-passage-vs-istanbul-wild-cats-227105,/media/flag/38.png,/media/flag/38.png,/lol/tcl-2020-winter/playoff,/media/tournament/_60/e2522.png,,DP(1.72)счет(2.07)IW,"05 мая, 17:28",
9,/lol/e-sports-revolution-gamers-vs-corona/playoff/stade-tunisienesports-vs-kbr-yellow-264985,/media/flag/73.png,/media/flag/73.png,/lol/e-sports-revolution-gamers-vs-corona/playoff,/media/tournament/_60/e3303.png,,STсчетKBRY,"05 мая, 16:00",
10,/lol/brcc-2020-summer/season/intergalaxy-tigers-gaming-vs-team-one-256724,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,ITXсчетoNe,"05 мая, 08:46",
11,/lol/brcc-2020-summer/season/santos-e-sports-vs-red-canids-256723,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,SANсчетRED,"05 мая, 07:54",
12,/lol/brcc-2020-summer/season/falkol-e-sports-vs-havan-liberty-256722,/media/flag/19.png,/media/flag/19.png,/lol/brcc-2020-summer/season,/media/tournament/_60/e2967.png,,FKLсчетHLG,"05 мая, 06:46",
13,/lol/e-sports-revolution-gamers-vs-corona/playoff/myidol-esports-vs-stade-tunisienesports-264982,/media/flag/73.png,/media/flag/73.png,/lol/e-sports-revolution-gamers-vs-corona/playoff,/media/tournament/_60/e3303.png,,MYIсчетST,"05 мая, 05:00",
14,/lol/la-lega-online-season-2/split-3/neru-esports-club-vs-the-white-sharks-261573,/media/flag/8.png,/media/flag/8.png,/lol/la-lega-online-season-2/split-3,/media/tournament/_60/e3239.png,,NERUсчетTWS,"05 мая, 04:30",
15,/lol/ligue-pcs-5/qualifier-4/we-got-late-hoz-vs-new-261478,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,WGLHсчетNEW,"05 мая, 04:00",
16,/lol/ligue-pcs-5/qualifier-4/hegemonia-esport-vs-lyon-3-esport-261477,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,HEGсчетL3T,"05 мая, 04:00",
17,/lol/ligue-pcs-5/qualifier-4/lngls-vs-random-united-261476,/media/flag/18.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,LNGLSсчетRND,"05 мая, 04:00",
18,/lol/ligue-pcs-5/qualifier-4/team-aspera-vs-open-tour-players-261475,/media/flag/24.png,/media/flag/18.png,/lol/ligue-pcs-5/qualifier-4,/media/tournament/_60/e3157.png,,ASPсчетOTP,"05 мая, 04:00",
19,/lol/la-lega-online-season-2/split-3/the-little-foxies-vs-lambda-esports-261572,/media/flag/8.png,/media/flag/8.png,/lol/la-lega-online-season-2/split-3,/media/tournament/_60/e3239.png,,LFXсчетLAM,"05 мая, 03:25",
0,/lol/e-sports-revolution-gamers-vs-corona/playoff/simplicity-gaming-vs-kbr-yellow-264983,/media/flag/73.png,/media/flag/73.png,/lol/e-sports-revolution-gamers-vs-corona/playoff,/media/tournament/_60/e3303.png,,SPLсчетKBRY,"05 мая, 03:00",
1,/lol/cbs-league/group-stage/lul-esports-vs-auxesis-green-263754,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,LULсчетAUXG,"05 мая, 03:00",
2,/lol/cbs-league/group-stage/auxesis-red-vs-sixth-sense-261203,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,AUXRсчетSXS,"05 мая, 03:00",
3,/lol/la-lega-online-season-2/split-3/electrify-esports-vs-lepreducks-esports-261571,/media/flag/8.png,/media/flag/8.png,/lol/la-lega-online-season-2/split-3,/media/tournament/_60/e3239.png,,EFYсчетDKS,"05 мая, 02:15",
4,/lol/cbs-league/group-stage/welp-esports-vs-cbs-esports-264005,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,WELPсчетCBS,"05 мая, 02:00",
5,/lol/cbs-league/group-stage/legends-in-pyjamas-vs-auxesis-green-261202,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,LiPсчетAUXG,"05 мая, 02:00",
6,/lol/cbs-league/group-stage/the-spawn-esports-vs-better-jungler-wins-263753,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,SPWсчетBJW,"05 мая, 01:00",
7,/lol/la-lega-online-season-2/split-3/eus-tempest-vs-eus-anonymous-261570,/media/flag/8.png,/media/flag/8.png,/lol/la-lega-online-season-2/split-3,/media/tournament/_60/e3239.png,,EUSTсчетEUSA,"05 мая, 01:00",
8,/lol/cbs-league/group-stage/lul-esports-vs-cbs-esports-261201,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,LULсчетCBS,"05 мая, 01:00",
9,/lol/cbs-league/group-stage/auxesis-red-vs-rejects-gaming-263752,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,AUXRсчетRSG,"05 мая, 00:00",
10,/lol/esports-amateur-series-2020-spring/2-division/ucam-esports-club-academy-vs-spawn-esports-262257,/media/flag/8.png,/media/flag/8.png,/lol/esports-amateur-series-2020-spring/2-division,/media/tournament/_60/e3080.png,,UCAMAсчетSPW,"05 мая, 00:00",
11,/lol/la-lega-online-season-2/split-3/ht-gaming-vs-arctic-gaming-261569,/media/flag/8.png,/media/flag/8.png,/lol/la-lega-online-season-2/split-3,/media/tournament/_60/e3239.png,,HTGсчетARC,"05 мая, 00:00",
12,/lol/cbs-league/group-stage/welp-esports-vs-better-jungler-wins-261200,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,WELPсчетBJW,"05 мая, 00:00",
13,/lol/cbs-league/group-stage/legends-in-pyjamas-vs-sixth-sense-263751,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,LiPсчетSXS,"04 мая, 23:00",
14,/lol/cbs-league/group-stage/rejects-gaming-vs-the-spawn-esports-261199,/media/flag/41.png,/media/flag/41.png,/lol/cbs-league/group-stage,/media/tournament/_60/e3233.png,,RSGсчетSPW,"04 мая, 23:00",
